Date,Motor_vehicles_and_parts,Furnishings_and_durable_household_equipment,Recreational_goods_and_vehicles,Other_durable_goods,Food_and_beverages_purchased_for_off-premises_consumption,Clothing_and_footwear,Gasoline_and_other_energy_goods,Other_nondurable_goods,Housing_and_utilities,Health_care,Transportation_services,Recreation_services,Food_services_and_accommodations,Financial_services_and_insurance,Other_services,GDP,Disposable_personal_income,Population,CO2
1997-01-01,97005.0,52618.0,56857.33,28716.33,157835.0,81229.33,50720.67,137220.67,329376.33,258781.67,68669.33,68052.33,112988.33,130790.67,145345.0,2800700.0,6006000.0,271472000.0,363.24
1997-02-01,97005.0,52618.0,56857.33,28716.33,157835.0,81229.33,50720.67,137220.67,329376.33,258781.67,68669.33,68052.33,112988.33,130790.67,145345.0,2800700.0,6035300.0,271703000.0,364.21
1997-03-01,97005.0,52618.0,56857.33,28716.33,157835.0,81229.33,50720.67,137220.67,329376.33,258781.67,68669.33,68052.33,112988.33,130790.67,145345.0,2800700.0,6070400.0,271952000.0,364.65
1997-04-01,93160.33,52964.33,57472.0,28599.0,157263.33,81468.0,48108.67,139067.0,333715.0,261794.33,70051.33,69109.0,113652.33,134108.33,148717.0,2850633.33,6081000.0,272213000.0,366.49
1997-05-01,93160.33,52964.33,57472.0,28599.0,157263.33,81468.0,48108.67,139067.0,333715.0,261794.33,70051.33,69109.0,113652.33,134108.33,148717.0,2850633.33,6104800.0,272482000.0,366.77
1997-06-01,93160.33,52964.33,57472.0,28599.0,157263.33,81468.0,48108.67,139067.0,333715.0,261794.33,70051.33,69109.0,113652.33,134108.33,148717.0,2850633.33,6132300.0,272767000.0,365.73
1997-07-01,98960.67,53904.67,58766.0,29295.0,158797.33,83294.33,48826.33,141530.0,338139.0,265496.67,71338.0,69835.0,115527.67,138779.67,152180.0,2897266.67,6159100.0,273074000.0,364.46
1997-08-01,98960.67,53904.67,58766.0,29295.0,158797.33,83294.33,48826.33,141530.0,338139.0,265496.67,71338.0,69835.0,115527.67,138779.67,152180.0,2897266.67,6196100.0,273395000.0,362.4
1997-09-01,98960.67,53904.67,58766.0,29295.0,158797.33,83294.33,48826.33,141530.0,338139.0,265496.67,71338.0,69835.0,115527.67,138779.67,152180.0,2897266.67,6227300.0,273703000.0,360.44
1997-10-01,101650.67,54500.0,59747.33,29822.67,159140.67,84003.0,49226.0,143571.0,345199.33,268524.33,72345.67,70759.67,115735.0,141500.33,155751.0,2929433.33,6266300.0,273989000.0,360.98
1997-11-01,101650.67,54500.0,59747.33,29822.67,159140.67,84003.0,49226.0,143571.0,345199.33,268524.33,72345.67,70759.67,115735.0,141500.33,155751.0,2929433.33,6307100.0,274249000.0,362.65
1997-12-01,101650.67,54500.0,59747.33,29822.67,159140.67,84003.0,49226.0,143571.0,345199.33,268524.33,72345.67,70759.67,115735.0,141500.33,155751.0,2929433.33,6342100.0,274499000.0,364.51
1998-01-01,98074.67,56045.67,61295.0,30485.67,159641.0,84873.67,45387.33,145657.67,347115.33,273388.33,73379.33,72109.67,117669.0,144024.67,159635.33,2963233.33,6401000.0,274732000.0,365.39
1998-02-01,98074.67,56045.67,61295.0,30485.67,159641.0,84873.67,45387.33,145657.67,347115.33,273388.33,73379.33,72109.67,117669.0,144024.67,159635.33,2963233.33,6438100.0,274943000.0,366.1
1998-03-01,98074.67,56045.67,61295.0,30485.67,159641.0,84873.67,45387.33,145657.67,347115.33,273388.33,73379.33,72109.67,117669.0,144024.67,159635.33,2963233.33,6476100.0,275175000.0,367.36
1998-04-01,105012.67,57203.0,62887.33,31309.67,161482.33,85889.33,43921.0,148682.0,353925.0,276437.33,74323.67,72567.33,119887.67,147423.0,162832.33,2998233.33,6504500.0,275434000.0,368.79
1998-05-01,105012.67,57203.0,62887.33,31309.67,161482.33,85889.33,43921.0,148682.0,353925.0,276437.33,74323.67,72567.33,119887.67,147423.0,162832.33,2998233.33,6540000.0,275700000.0,369.56
1998-06-01,105012.67,57203.0,62887.33,31309.67,161482.33,85889.33,43921.0,148682.0,353925.0,276437.33,74323.67,72567.33,119887.67,147423.0,162832.33,2998233.33,6571500.0,275976000.0,369.13
1998-07-01,106892.0,58309.67,64884.33,31595.33,163311.67,85816.0,44018.67,151793.67,358872.33,278915.33,75759.0,73860.67,121039.0,150755.67,167417.0,3048833.33,6599400.0,276266000.0,367.98
1998-08-01,106892.0,58309.67,64884.33,31595.33,163311.67,85816.0,44018.67,151793.67,358872.33,278915.33,75759.0,73860.67,121039.0,150755.67,167417.0,3048833.33,6629900.0,276566000.0,366.1
1998-09-01,106892.0,58309.67,64884.33,31595.33,163311.67,85816.0,44018.67,151793.67,358872.33,278915.33,75759.0,73860.67,121039.0,150755.67,167417.0,3048833.33,6645600.0,276859000.0,364.16
1998-10-01,116960.33,59880.33,66079.67,32142.33,165481.0,87161.33,43146.0,155932.0,360716.67,280652.33,76777.33,75068.0,123852.67,152542.33,169055.67,3108566.67,6669700.0,277140000.0,364.54
1998-11-01,116960.33,59880.33,66079.67,32142.33,165481.0,87161.33,43146.0,155932.0,360716.67,280652.33,76777.33,75068.0,123852.67,152542.33,169055.67,3108566.67,6697600.0,277402000.0,365.67
1998-12-01,116960.33,59880.33,66079.67,32142.33,165481.0,87161.33,43146.0,155932.0,360716.67,280652.33,76777.33,75068.0,123852.67,152542.33,169055.67,3108566.67,6717300.0,277658000.0,367.3
1999-01-01,111211.67,61529.0,67562.33,33013.33,168177.0,89168.67,42106.67,162196.0,366514.67,282959.33,77987.67,76331.33,123971.0,154935.33,171941.33,3149033.33,6764000.0,277891000.0,368.35
1999-02-01,111211.67,61529.0,67562.33,33013.33,168177.0,89168.67,42106.67,162196.0,366514.67,282959.33,77987.67,76331.33,123971.0,154935.33,171941.33,3149033.33,6783900.0,278095000.0,369.28
1999-03-01,111211.67,61529.0,67562.33,33013.33,168177.0,89168.67,42106.67,162196.0,366514.67,282959.33,77987.67,76331.33,123971.0,154935.33,171941.33,3149033.33,6795700.0,278324000.0,369.84
1999-04-01,119114.0,62710.0,69517.33,33593.67,170371.67,90485.0,48051.67,163847.33,371992.0,285377.33,79491.0,78256.0,125541.67,158516.33,174620.0,3185666.67,6807400.0,278584000.0,371.15
1999-05-01,119114.0,62710.0,69517.33,33593.67,170371.67,90485.0,48051.67,163847.33,371992.0,285377.33,79491.0,78256.0,125541.67,158516.33,174620.0,3185666.67,6824800.0,278859000.0,371.12
1999-06-01,119114.0,62710.0,69517.33,33593.67,170371.67,90485.0,48051.67,163847.33,371992.0,285377.33,79491.0,78256.0,125541.67,158516.33,174620.0,3185666.67,6851100.0,279148000.0,370.46
1999-07-01,120343.33,64526.33,71180.33,34347.33,172550.0,90722.0,51134.0,165617.33,378224.0,289268.67,81426.0,80563.0,126912.67,162673.67,175759.33,3237433.33,6883500.0,279448000.0,369.61
